1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95293577,1.0,1.0,0.0,1.0,0.41001275,0.0,1.0,0.0,0.99071731,1.0,1.0,1.0,0.32443261,1.0,1.0,
1.0,0.58650888,1.0,1.0,1.0,1.0,0.17547063,1.0,0.84119955,0.53614325,0.060337222,0.95191731,1.0,1.0,0.97281721,1.0,1.0,0.51436676,1.0,1.0,0.9605619,1.0,0.10887418,0.56587777,0.17474722,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,0.091202573,1.0,1.0,1.0,1.0,0.90048366,0.92476395,1.0,0.59865195,0.85131561,0.78368087,1.0,0.75859422,0.82753386,0.97090586,0.33939038,1.0,0.97143151,1.0,1.0,1.0,1.0,0.93099355,
1.0,0.3394819,1.0,1.0,0.68285992,1.0,1.0,0.79906641,0.66366939,1.0,0.83864383,1.0,1.0,1.0,0.72589396,1.0,1.0,1.0,1.0,0.34842206,1.0,1.0,0.087385965,0.98044333,0.36195629,0.2478554,1.0,0.0,
1.0,1.0,1.0,0.68338192,1.0,1.0,1.0,1.0,0.55981871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42023804,0.69319187,1.0,1.0,1.0,0.72508559,0.90740266,1.0,0.90450861,0.4970648,1.0,0.4358069,
0.33907862,0.18725706,1.0,1.0,0.0,1.0,1.0,0.86974391,1.0,0.71539906,0.7539015,0.025542354,0.96253904,1.0,1.0,1.0,1.0,0.59531241,1.0,0.9580229,0.8063492,0.6995247,1.0,0.68820099,0.41527895,0.85466843,1.0,1.0,
0.71871561,1.0,1.0,0.74143845,1.0,0.0,1.0,0.74675571,1.0,0.92342721,0.068265259,0.0,0.0,1.0,1.0,1.0,1.0,0.78572328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.53483332,0.036165644,1.0,
0.8290504,1.0,0.73479014,1.0,0.0,1.0,0.71253667,1.0,0.77824351,1.0,0.0,0.022956745,0.89162492,0.17644888,0.31250666,0.35006347,0.0,0.82391829,0.47599684,0.43151373,0.4867017,0.86971294,0.55364465,0.76834302,0.87705105,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,1.0,0.90932127,1.0,0.33926619,1.0,0.0,0.69822294,0.73376211,0.92508258,1.0,1.0,1.0,0.68535942,0.02894472,1.0,0.42715895,0.35255285,1.0,0.59014397,1.0,0.60920645,1.0,0.94454523,0.0,
0.92140977,0.65145553,0.12703908,0.30645431,1.0,1.0,0.42530457,1.0,0.49228514,1.0,0.0,0.75882871,1.0,0.54109632,1.0,0.31484592,0.77278511,0.0,0.79530092,1.0,1.0,0.91557693,1.0,0.73775455,0.80201148,0.0,0.96385661,0.0,
